ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2025-12-09 17:38:58 644m





Relative time;Average1;Average2
s;V;V
-0.00015112;-0.016189641;-0.00097658771
-0.0001511;-0.015007317;-0.0010755049
-0.00015108;-0.014925374;-0.0014029852
-0.00015106;-0.016273047;-0.0011062336
-0.00015104;-0.014947323;-0.0011129647
-0.00015102;-0.016375476;-0.0010526778
-0.000151;-0.015016097;-0.00094439572
-0.00015098;-0.015081944;-0.0011302313
-0.00015096;-0.014768804;-0.0010278022
-0.00015094;-0.0154024;-0.00088527954
-0.00015092;-0.014991221;-0.00090547269
-0.0001509;-0.016695933;-0.0009394206
-0.00015088;-0.016597893;-0.0010614575
-0.00015086;-0.016381329;-0.0009959029
-0.00015084;-0.015447762;-0.0010749196
-0.00015082;-0.015738953;-0.0012502196
-0.0001508;-0.016043313;-0.0011153059
-0.00015078;-0.015434592;-0.00095580925
-0.00015076;-0.015380451;-0.0010635061
-0.00015074;-0.01510243;-0.0011273047
-0.00015072;-0.015074627;-0.001040679
-0.0001507;-0.016179398;-0.0010038046
-0.00015068;-0.016932983;-0.001240562
-0.00015066;-0.015302898;-0.0012560727
-0.00015064;-0.015864794;-0.00081679841
-0.00015062;-0.016192567;-0.00095902844
-0.0001506;-0.016374013;-0.00099297635
-0.00015058;-0.016716419;-0.0010020486
-0.00015056;-0.0161355;-0.0012908985
-0.00015054;-0.016076969;-0.0011548142
-0.00015052;-0.01509365;-0.00085396552
-0.0001505;-0.015845772;-0.0009362014
-0.00015048;-0.015020486;-0.00098917185
-0.00015046;-0.015888207;-0.0011457419
-0.00015044;-0.016316945;-0.0011068189
-0.00015042;-0.016290606;-0.0010269243
-0.0001504;-0.014635646;-0.0011755927
-0.00015038;-0.016836407;-0.00089493713
-0.00015036;-0.015836992;-0.00089288855
-0.00015034;-0.016252561;-0.00088908404
-0.00015032;-0.015553117;-0.0013251391
-0.0001503;-0.016000879;-0.0011398889
-0.00015028;-0.01571993;-0.00096224764
-0.00015026;-0.017055898;-0.0011314019
