ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2025-12-09 17:45:17 142m





Relative time;Average1;Average2
s;V;V
-0.00015112;-0.011941638;-2.7567264E-5
-0.0001511;-0.014209672;-5.0423031E-5
-0.00015108;-0.01243033;-6.2652872E-5
-0.00015106;-0.01308192;-8.7513532E-5
-0.00015104;-0.012382714;-5.824211E-5
-0.00015102;-0.012801235;-7.3479288E-5
-0.000151;-0.013427764;-7.7188338E-5
-0.00015098;-0.0145079;-5.8141865E-5
-0.00015096;-0.012455392;-8.5909618E-5
-0.00015094;-0.012873913;-7.7990295E-5
-0.00015092;-0.013009243;-5.3831348E-5
-0.0001509;-0.013257348;-0.00011267493
-0.00015088;-0.013665845;-4.6814226E-5
-0.00015086;-0.012791211;-5.4031837E-5
-0.00015084;-0.013207226;-7.0371706E-5
-0.00015082;-0.012608265;-6.5960944E-5
-0.0001508;-0.013608204;-6.5960944E-5
-0.00015078;-0.013771102;-5.2929146E-5
-0.00015076;-0.012716028;-6.7965836E-5
-0.00015074;-0.013603192;-5.9645534E-5
-0.00015072;-0.013746041;-2.9171177E-5
-0.0001507;-0.011806308;-8.8114999E-5
-0.00015068;-0.012718534;-5.1224988E-5
-0.00015066;-0.010971772;-0.00012069449
-0.00015064;-0.013104475;-9.9943862E-5
-0.00015062;-0.01317214;-1.1427884E-5
-0.0001506;-0.013715967;-8.3403503E-5
-0.00015058;-0.011926601;-8.9317934E-5
-0.00015056;-0.015224649;-4.6112514E-5
-0.00015054;-0.012738583;-9.0220136E-5
-0.00015052;-0.012480453;-8.5007417E-5
-0.0001505;-0.013933999;-7.5885159E-5
-0.00015048;-0.013728498;-0.00010425438
-0.00015046;-0.012846346;-4.1100284E-5
-0.00015044;-0.013600686;-0.00010515658
-0.00015042;-0.013625747;-4.0899795E-5
-0.0001504;-0.012625807;-9.4931632E-5
-0.00015038;-0.013119512;-6.2151649E-5
-0.00015036;-0.012841333;-8.8515978E-5
-0.00015034;-0.01272104;-7.6286137E-5
-0.00015032;-0.012137115;-8.4606438E-5
-0.0001503;-0.012322567;-6.4657764E-5
-0.00015028;-0.013776114;-4.1601507E-5
-0.00015026;-0.013505454;-7.2677332E-5
-0.00015024;-0.012144633;-8.4706683E-5
-0.00015022;-0.014144513;-4.7616183E-5
-0.0001502;-0.012683448;-0.00010736196
-0.00015018;-0.012828803;-5.954529E-5
-0.00015016;-0.013104475;-3.3982918E-5
-0.00015014;-0.012931553;-5.6337463E-5
-0.00015012;-0.01220478;-0.00012580697
-0.0001501;-0.012623301;-8.5207906E-5
-0.00015008;-0.014094391;-6.8166325E-5
-0.00015006;-0.013284916;-8.3804482E-5
-0.00015004;-0.013949036;-8.0095432E-5
-0.00015002;-0.013540539;-5.1525722E-5
-0.00015;-0.013056859;-7.0772684E-5
-0.00014998;-0.013623241;-7.7689561E-5
-0.00014996;-0.013302458;-9.2525761E-5
-0.00014994;-0.013239806;-8.1699345E-5
-0.00014992;-0.012046895;-5.19267E-5
-0.0001499;-0.011412848;-0.000120494
-0.00014988;-0.01334005;-3.5586831E-5
-0.00014986;-0.013768596;-4.711496E-5
-0.00014984;-0.014570553;-0.00010174826
-0.00014982;-0.012229841;-9.7137013E-5
-0.0001498;-0.014375076;-4.7816672E-5
-0.00014978;-0.012821284;-6.3855807E-5
-0.00014976;-0.01234011;-7.5784914E-5
-0.00014974;-0.014350015;-6.6361922E-5
-0.00014972;-0.01332752;-7.7188338E-5
-0.0001497;-0.01293406;-9.9643128E-5
-0.00014968;-0.012803742;-5.9946268E-5
-0.00014966;-0.01215967;-4.7515938E-5
-0.00014964;-0.011613337;-5.1525722E-5
-0.00014962;-0.01290148;-4.9621075E-5
-0.0001496;-0.014044269;-7.2577087E-5
-0.00014958;-0.012305025;-3.2880227E-5
-0.00014956;-0.012305025;-7.3880267E-5
-0.00014954;-0.014357533;-4.5711535E-5
-0.00014952;-0.013816212;-5.7239664E-5
-0.0001495;-0.012665905;-5.212719E-5
-0.00014948;-0.013147079;-0.00011006857
-0.00014946;-0.013427764;-4.6814226E-5
-0.00014944;-0.012360159;-1.4535466E-5
-0.00014942;-0.012169694;-5.2628413E-5
-0.0001494;-0.013227275;-9.9141905E-5
-0.00014938;-0.01268846;-9.3728697E-5
-0.00014936;-0.015495309;-5.7640642E-5
-0.00014934;-0.011803802;-6.1048959E-5
-0.00014932;-0.013375136;-5.7740887E-5
-0.0001493;-0.013700931;-0.00011498055
-0.00014928;-0.012831309;-5.7841131E-5
-0.00014926;-0.013122018;-8.4907172E-5
-0.00014924;-0.011380268;-6.6662656E-5
-0.00014922;-0.012695979;-9.7437747E-5
-0.0001492;-0.011881491;-6.4156541E-5
-0.00014918;-0.013685894;-3.4083162E-5
-0.00014916;-0.012320061;-5.5335017E-5
-0.00014914;-0.013407715;-7.6486626E-5
-0.00014912;-0.012425318;-4.9721319E-5
-0.0001491;-0.012092005;-5.1826456E-5
-0.00014908;-0.011578251;-5.3530614E-5
-0.00014906;-0.012813766;-8.661133E-5
-0.00014904;-0.013011749;-4.0298327E-5
-0.00014902;-0.013101969;-0.00012660892
-0.000149;-0.012492983;-1.9748185E-5
-0.00014898;-0.012347629;-6.1850915E-5
-0.00014896;-0.014450259;-5.1525722E-5
-0.00014894;-0.013440295;-9.6335056E-5
-0.00014892;-0.012670917;-4.952083E-5
-0.0001489;-0.01320472;-8.5909618E-5
-0.00014888;-0.012365171;-3.4283652E-5
-0.00014886;-0.011658447;-8.4806928E-5
-0.00014884;-0.01343027;-0.00010194875
-0.00014882;-0.013422752;-7.2075864E-5
-0.0001488;-0.013540539;-9.5031876E-5
-0.00014878;-0.014157044;-6.6863145E-5
-0.00014876;-0.012518044;-8.420546E-5
-0.00014874;-0.011127151;-5.212719E-5
-0.00014872;-0.013560588;-2.9371666E-5
-0.0001487;-0.011229901;-1.2129596E-5
-0.00014868;-0.014756005;-6.2251894E-5
-0.00014866;-0.013307471;-0.00011357713
-0.00014864;-0.012187237;-6.0447491E-5
-0.00014862;-0.011219877;-3.7491479E-5
-0.0001486;-0.013422752;-4.340591E-5
-0.00014858;-0.013450319;-9.3427963E-5
-0.00014856;-0.012618289;-4.340591E-5
-0.00014854;-0.01281126;-6.2051404E-5
-0.00014852;-0.013738522;-8.3804482E-5
-0.0001485;-0.012893962;-9.402943E-5
-0.00014848;-0.013197202;-5.5034283E-5
-0.00014846;-0.013370124;-6.9269015E-5
-0.00014844;-0.012049401;-6.4156541E-5
-0.00014842;-0.011605819;-9.3026984E-5
-0.0001484;-0.011545672;-2.8469465E-5
-0.00014838;-0.013816212;-8.5709129E-5
-0.00014836;-0.012097017;-7.4181001E-5
-0.00014834;-0.013189683;-9.6335056E-5
-0.00014832;-0.012199768;-5.7039175E-5
-0.0001483;-0.01399164;-4.6212758E-5
-0.00014828;-0.012325074;-5.1525722E-5
-0.00014826;-0.012543106;-7.5885159E-5
-0.00014824;-0.013262361;-1.0124704E-5
-0.00014822;-0.012129597;-8.4606438E-5
-0.0001482;-0.01237269;-0.00011247444
-0.00014818;-0.013893902;-6.67629E-5
-0.00014816;-0.013605698;-1.4735956E-5
-0.00014814;-0.012477947;-6.0347246E-5
-0.00014812;-0.013563094;-7.8291029E-5
-0.0001481;-0.012700991;-9.3929186E-5
-0.00014808;-0.013846285;-6.4557519E-5
-0.00014806;-0.012472934;-6.2853361E-5
-0.00014804;-0.012086993;-9.0119891E-5
-0.00014802;-0.012432837;-9.3828941E-5
-0.000148;-0.012197262;-7.9894942E-5
-0.00014798;-0.013187177;-6.9168771E-5
-0.00014796;-0.013247324;-4.1200529E-5
-0.00014794;-0.013575625;-6.9770238E-5
-0.00014792;-0.012152152;-7.3379044E-5
-0.0001479;-0.013758571;-8.1899834E-5
-0.00014788;-0.013956554;-8.3603992E-5
-0.00014786;-0.012322567;-5.6537952E-5
-0.00014784;-0.014440235;-7.0371706E-5
-0.00014782;-0.01258571;-9.1423071E-5
-0.0001478;-0.014049281;-6.9569749E-5
-0.00014778;-0.013447813;-9.6936524E-5
-0.00014776;-0.014131983;-7.067244E-5
-0.00014774;-0.012713521;-6.566021E-5
-0.00014772;-0.01199176;-6.2753117E-5
-0.0001477;-0.012214805;-7.9694453E-5
-0.00014768;-0.014748487;-6.7063634E-5
-0.00014766;-0.01355307;-3.3782429E-5
-0.00014764;-0.012748607;-0.00010164802
-0.00014762;-0.014031738;-7.0772684E-5
-0.0001476;-0.013287422;-9.0721359E-5
-0.00014758;-0.014317435;-9.9643128E-5
-0.00014756;-0.01255313;-7.8692007E-5
-0.00014754;-0.011678496;-7.6987849E-5
-0.00014752;-0.012460404;-5.212719E-5
-0.0001475;-0.014502888;-6.696339E-5
-0.00014748;-0.01220478;-6.6161433E-5
-0.00014746;-0.012097017;-1.9046473E-5
-0.00014744;-0.011317615;-9.6234811E-6
-0.00014742;-0.012756125;-7.8992741E-5
-0.0001474;-0.013457838;-7.6185892E-5
-0.00014738;-0.012375196;-6.064798E-5
-0.00014736;-0.011455452;-4.9320341E-5
-0.00014734;-0.013422752;-0.00011518104
-0.00014732;-0.012908998;-6.1850915E-5
-0.0001473;-0.012670917;-9.2726251E-5
-0.00014728;-0.013851298;-7.8190784E-5
-0.00014726;-0.012728558;-0.00010084606
-0.00014724;-0.013903926;-3.207827E-6
-0.00014722;-0.011803802;-7.7589317E-5
-0.0001472;-0.012931553;-0.00011207346
-0.00014718;-0.013648302;-6.67629E-5
-0.00014716;-0.013984122;-8.7012309E-5
-0.00014714;-0.012312543;-0.0001002446
-0.00014712;-0.013370124;-8.8014755E-5
-0.0001471;-0.013367617;-6.4457275E-5
-0.00014708;-0.012407775;-9.2425517E-5
-0.00014706;-0.0136884;-5.2828902E-5
-0.00014704;-0.013628253;-5.5234772E-5
-0.00014702;-0.012558142;-4.0498817E-5
-0.000147;-0.012736076;-7.0070972E-5
-0.00014698;-0.013447813;-6.4557519E-5
-0.00014696;-0.012680942;-3.5486587E-5
-0.00014694;-0.012362665;-6.1349692E-5
-0.00014692;-0.013898914;-6.325434E-5
-0.0001469;-0.012818778;-0.00014665784
-0.00014688;-0.012352641;-7.1975619E-5
-0.00014686;-0.01258571;-8.681182E-5
-0.00014684;-0.012603252;-6.6061188E-5
-0.00014682;-0.013625747;-0.00010335218
-0.0001468;-0.012214805;-5.9445045E-5
-0.00014678;-0.01215967;-8.2401057E-5
-0.00014676;-0.012347629;-8.9718913E-5
-0.00014674;-0.012655881;-4.4608845E-5
-0.00014672;-0.013490417;-8.8415733E-5
-0.0001467;-0.011681002;-4.079955E-5
-0.00014668;-0.01343027;-5.6036729E-5
-0.00014666;-0.013347569;-0.00013593167
-0.00014664;-0.012510526;-6.806608E-5
-0.00014662;-0.014016701;-5.3931592E-5
-0.0001466;-0.013568107;-6.9469505E-5
-0.00014658;-0.013683388;-8.5608884E-5
-0.00014656;-0.014302398;-8.8415733E-5
-0.00014654;-0.01246291;-4.6713981E-5
-0.00014652;-0.013292434;-6.2953606E-5
-0.0001465;-0.013623241;-8.1298367E-5
-0.00014648;-0.013653315;-5.453306E-5
-0.00014646;-0.013703437;-4.3606399E-5
-0.00014644;-0.014169574;-6.4858253E-5
-0.00014642;-0.012558142;-0.00011467982
-0.0001464;-0.013495429;-0.00010906612
-0.00014638;-0.011625868;-0.00010595854
-0.00014636;-0.01154066;-5.6638196E-5
-0.00014634;-0.012004291;-8.7814265E-5
-0.00014632;-0.0156557;-9.2024538E-5
-0.0001463;-0.01343027;-8.9919402E-5
-0.00014628;-0.012129597;-7.6987849E-5
-0.00014626;-0.013673363;-1.7041581E-5
-0.00014624;-0.013678376;-6.9870483E-5
-0.00014622;-0.014773548;-8.6410841E-5
-0.0001462;-0.011382774;-1.9647941E-5
-0.00014618;-0.013299952;-0.00010786318
-0.00014616;-0.011891516;-5.7540398E-5
-0.00014614;-0.013628253;-6.3555073E-5
-0.00014612;-0.013903926;-0.00011648422
