ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2025-11-28 17:15:32 346m





Relative time;Average1;Average2
s;V;V
-0.0001879;-7.4721064E-5;-3.9986582E-5
-0.00018788;-9.075689E-5;-5.5581055E-5
-0.00018786;-0.00011357484;-4.8784219E-5
-0.00018784;-6.1936538E-5;-5.5713461E-5
-0.00018782;-0.00010754302;-6.1833556E-5
-0.0001878;-0.00012400548;-4.7607277E-5
-0.00018778;-0.00013717251;-5.4727773E-5
-0.00018776;-0.00012063649;-5.4389402E-5
-0.00018774;-0.00010613069;-6.1568744E-5
-0.00018772;-0.00011860626;-4.7783819E-5
-0.0001877;-0.00011762058;-5.920015E-5
-0.00018768;-6.7806533E-5;-6.3039921E-5
-0.00018766;-9.6891696E-5;-3.8250594E-5
-0.00018764;-9.6465055E-5;-4.595956E-5
-0.00018762;-6.7468163E-5;-4.4400112E-5
-0.0001876;-0.00010368853;-6.9233575E-5
-0.00018758;-0.00012035696;-5.4448249E-5
-0.00018756;-0.00011194183;-5.1917825E-5
-0.00018754;-0.00013161147;-6.1554032E-5
-0.00018752;-9.1713154E-5;-4.8946048E-5
-0.0001875;-0.00013423016;-4.2428736E-5
-0.00018748;-0.00013237648;-4.5724171E-5
-0.00018746;-0.0001386584;-4.8431136E-5
-0.00018744;-0.00012844844;-4.721006E-5
-0.00018742;-0.00013895264;-5.8994185E-5
-0.0001874;-0.0001123979;-4.3237883E-5
-0.00018738;-0.00014154191;-4.6518607E-5
-0.00018736;-7.2808534E-5;-4.8033919E-5
-0.00018734;-0.0001016436;-7.069004E-5
-0.00018732;-0.0001297725;-5.5080855E-5
-0.0001873;-0.00014220394;-5.4389402E-5
-0.00018728;-0.00011013229;-5.6449049E-5
-0.00018726;-0.00014585246;-4.1501894E-5
-0.00018724;-0.00014601429;-5.9023609E-5
-0.00018722;-0.00012753631;-4.4826754E-5
-0.0001872;-0.00011158875;-5.3447849E-5
-0.00018718;-0.00011167702;-5.0726172E-5
-0.00018716;-8.9977166E-5;-5.353612E-5
-0.00018714;-9.2566437E-5;-5.5022008E-5
-0.00018712;-9.5523502E-5;-4.229633E-5
-0.0001871;-0.00013336217;-4.1428335E-5
-0.00018708;-0.00010543923;-5.4639502E-5
-0.00018706;-0.0001138985;-5.4551231E-5
-0.00018704;-9.5582349E-5;-4.9313842E-5
-0.00018702;-0.0001013935;-5.2609278E-5
-0.000187;-0.00010080503;-5.0740884E-5
-0.00018698;-4.8563542E-5;-5.4889602E-5
-0.00018696;-0.00011609055;-5.6272508E-5
-0.00018694;-0.00013500988;-4.6194948E-5
-0.00018692;-0.00012834545;-5.262399E-5
-0.0001869;-0.0001229021;-5.6802132E-5
-0.00018688;-0.00011879752;-4.18844E-5
-0.00018686;-0.00011551679;-5.903832E-5
-0.00018684;-0.00011706153;-5.4080455E-5
-0.00018682;-0.00015154591;-5.1755996E-5
-0.0001868;-0.00014679401;-5.6772708E-5
-0.00018678;-0.0001105295;-4.4017606E-5
-0.00018676;-7.8501988E-5;-6.0862579E-5
-0.00018674;-7.3617681E-5;-5.8140903E-5
-0.00018672;-0.00010626309;-6.4393403E-5
-0.0001867;-9.7465455E-5;-5.6610879E-5
-0.00018668;-0.00012655062;-5.0608478E-5
-0.00018666;-7.7869382E-5;-5.5904714E-5
-0.00018664;-0.0001018937;-4.3590965E-5
-0.00018662;-8.05175E-5;-4.5400512E-5
-0.0001866;-0.00010354142;-5.5801732E-5
-0.00018658;-9.1801425E-5;-5.5845867E-5
-0.00018656;-0.00010376209;-4.8651813E-5
