ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2025-11-28 17:03:01 982m





Relative time;Average1;Average2
s;V;V
-0.0001879;-8.8793102E-5;-5.525693E-5
-0.00018788;-5.6862744E-5;-3.6443542E-5
-0.00018786;-5.2856659E-5;-5.480054E-5
-0.00018784;-9.3306287E-5;-6.3286003E-5
-0.00018782;-5.9330628E-5;-6.0936443E-5
-0.0001878;-0.00012200811;-5.8637592E-5
-0.00018778;-6.2052061E-5;-6.4824205E-5
-0.00018776;-0.0001143002;-5.8637592E-5
-0.00018774;-9.602772E-5;-5.3600405E-5
-0.00018772;-0.00013534483;-6.0277213E-5
-0.0001877;-7.0131845E-5;-5.4158214E-5
-0.00018768;-8.0747125E-5;-6.6041243E-5
-0.00018766;-7.9259634E-5;-4.8225151E-5
-0.00018764;-5.4039891E-5;-4.1514536E-5
-0.00018762;-6.4435428E-5;-6.0429343E-5
-0.0001876;-5.3262339E-5;-4.6517917E-5
-0.00018758;-9.0077754E-5;-6.8593643E-5
-0.00018756;-0.00010623732;-6.3522649E-5
-0.00018754;-9.633198E-5;-5.6947261E-5
-0.00018752;-0.00010346518;-4.4641649E-5
-0.0001875;-7.4712643E-5;-6.2728194E-5
-0.00018748;-0.00013157539;-5.8248816E-5
-0.00018746;-0.00011132522;-4.934077E-5
-0.00018744;-0.00010038877;-6.7680864E-5
-0.00018742;-0.00010637255;-5.1267748E-5
-0.0001874;-7.5473292E-5;-5.8891142E-5
-0.00018738;-8.6883028E-5;-7.0351588E-5
-0.00018736;-9.4151452E-5;-6.1375929E-5
-0.00018734;-0.00010123394;-6.5348207E-5
-0.00018732;-7.5862068E-5;-5.3803245E-5
-0.0001873;-5.5510479E-5;-7.2667342E-5
-0.00018728;-9.2663961E-5;-6.6937119E-5
-0.00018726;-0.00010912779;-5.7521973E-5
-0.00018724;-0.00011404665;-4.4979715E-5
-0.00018722;-0.00013294456;-5.1284651E-5
-0.0001872;-6.6446923E-5;-5.234956E-5
-0.00018718;-0.00011433401;-7.0892494E-5
-0.00018716;-8.7474644E-5;-5.6034482E-5
-0.00018714;-7.3292764E-5;-6.5500337E-5
-0.00018712;-0.00011048005;-5.3262339E-5
-0.0001871;-8.9705881E-5;-5.8789722E-5
-0.00018708;-0.00011386071;-5.9313725E-5
-0.00018706;-6.8492223E-5;-4.8884381E-5
-0.00018704;-8.5344826E-5;-6.4976334E-5
-0.00018702;-9.1582149E-5;-3.8793103E-5
-0.000187;-8.9181878E-5;-7.0385394E-5
-0.00018698;-8.0020283E-5;-6.041244E-5
-0.00018696;-8.1440161E-5;-4.9425287E-5
-0.00018694;-0.00011548343;-6.4232589E-5
-0.00018692;-9.6619336E-5;-4.6855983E-5
-0.0001869;-8.3874238E-5;-5.2755239E-5
-0.00018688;-8.6494252E-5;-5.3837051E-5
-0.00018686;-7.7873562E-5;-4.5723461E-5
-0.00018684;-9.1210276E-5;-6.0750506E-5
-0.00018682;-7.117985E-5;-5.0912778E-5
-0.0001868;-9.6839079E-5;-5.6676808E-5
-0.00018678;-0.0001096856;-5.0118322E-5
-0.00018676;-9.4388099E-5;-5.8079783E-5
-0.00018674;-0.00010745436;-5.5679512E-5
-0.00018672;-8.3451655E-5;-6.0192697E-5
-0.0001867;-6.9878295E-5;-6.0851926E-5
-0.00018668;-7.0199458E-5;-5.9719404E-5
-0.00018666;-8.6004055E-5;-5.8130493E-5
-0.00018664;-7.8668018E-5;-5.2484786E-5
-0.00018662;-9.317106E-5;-4.8140635E-5
-0.0001866;-7.2802568E-5;-5.3989181E-5
-0.00018658;-5.786004E-5;-5.9905341E-5
-0.00018656;-9.1311696E-5;-5.5425963E-5
-0.00018654;-8.8590262E-5;-7.368154E-5
-0.00018652;-7.3174441E-5;-6.2947937E-5
-0.0001865;-0.00010589925;-5.2974982E-5
-0.00018648;-9.0128464E-5;-4.8005408E-5
-0.00018646;-8.8928329E-5;-5.5814739E-5
-0.00018644;-0.00010096349;-6.0970249E-5
-0.00018642;-3.6899932E-5;-4.6061527E-5
-0.0001864;-7.6419877E-5;-6.1781608E-5
-0.00018638;-0.0001030933;-4.7920892E-5
-0.00018636;-9.8360377E-5;-6.592292E-5
-0.00018634;-7.2244759E-5;-6.4486138E-5
-0.00018632;-0.00012641988;-5.9330628E-5
-0.0001863;-7.383367E-5;-6.4553752E-5
-0.00018628;-9.6551723E-5;-5.6744421E-5
-0.00018626;-7.4594319E-5;-5.3701825E-5
-0.00018624;-0.00014611224;-6.0818119E-5
-0.00018622;-0.00012180527;-6.0327923E-5
-0.0001862;-9.638269E-5;-5.490196E-5
-0.00018618;-9.8106827E-5;-4.1362406E-5
-0.00018616;-0.00010388776;-6.1206896E-5
-0.00018614;-0.00010944895;-6.0496956E-5
-0.00018612;-6.7765381E-5;-5.5544286E-5
-0.0001861;-2.8583502E-5;-5.6845841E-5
-0.00018608;-6.9810682E-5;-4.8580121E-5
-0.00018606;-7.3715347E-5;-5.770791E-5
-0.00018604;-0.00011296484;-5.199459E-5
-0.00018602;-6.6615956E-5;-6.4317105E-5
-0.000186;-0.00010951656;-4.3356997E-5
-0.00018598;-0.0001000169;-4.8597024E-5
-0.00018596;-0.00010687965;-5.1605814E-5
-0.00018594;-7.70453E-5;-6.1088572E-5
