ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2025-12-09 17:41:03 603m





Relative time;Average1;Average2
s;V;V
-0.00015112;-0.013632921;-0.00064666965
-0.0001511;-0.016436296;-0.00052727639
-0.00015108;-0.015934003;-0.00046337207
-0.00015106;-0.014997791;-0.00053148408
-0.00015104;-0.015960301;-0.00059302158
-0.00015102;-0.015213436;-0.00067480859
-0.000151;-0.01610494;-0.0006201086
-0.00015098;-0.015276551;-0.00065508503
-0.00015096;-0.016036565;-0.00067507157
-0.00015094;-0.01651782;-0.00067717542
-0.00015092;-0.015173989;-0.00052727639
-0.0001509;-0.017227868;-0.00057172014
-0.00015088;-0.013814378;-0.00053437687
-0.00015086;-0.014692734;-0.00055804514
-0.00015084;-0.016565157;-0.00036317641
-0.00015082;-0.016097051;-0.00056593456
-0.0001508;-0.013977426;-0.00045784948
-0.00015078;-0.01665194;-0.00057040523
-0.00015076;-0.015397522;-0.00073844993
-0.00015074;-0.015665763;-0.00041130188
-0.00015072;-0.016267988;-0.00062431629
-0.0001507;-0.014269335;-0.00024430911
-0.00015068;-0.012778234;-0.00063378359
-0.00015066;-0.015197657;-0.00061406004
-0.00015064;-0.015408041;-0.00074213166
-0.00015062;-0.015757806;-0.00043996679
-0.0001506;-0.016328474;-0.00074449849
-0.00015058;-0.015223955;-0.00051307543
-0.00015056;-0.015074056;-0.00063720234
-0.00015054;-0.015518493;-0.00045022303
-0.00015052;-0.014737441;-0.0006227384
-0.0001505;-0.017054301;-0.00070215859
-0.00015048;-0.01420359;-0.00055304851
-0.00015046;-0.016559897;-0.00066008167
-0.00015044;-0.01324108;-0.00041445765
-0.00015042;-0.014008984;-0.00064956244
-0.0001504;-0.01542119;-0.00078420858
-0.00015038;-0.014713772;-0.00058828793
-0.00015036;-0.015000421;-0.00058434321
-0.00015034;-0.015179248;-0.00058828793
-0.00015032;-0.016183835;-0.00045127496
-0.0001503;-0.014008984;-0.00059433648
-0.00015028;-0.015957671;-0.00055883408
-0.00015026;-0.017359359;-0.00066718215
-0.00015024;-0.014298263;-0.00059144369
-0.00015022;-0.014924157;-0.00060038504
-0.0001502;-0.014364008;-0.00056120091
-0.00015018;-0.015905075;-0.00077184848
-0.00015016;-0.015586868;-0.00053858456
-0.00015014;-0.01583407;-0.00076685185
-0.00015012;-0.015781474;-0.00065455907
-0.0001501;-0.015731508;-0.00067033792
-0.00015008;-0.016062863;-0.0005927586
-0.00015006;-0.016018157;-0.00061248215
-0.00015004;-0.01461384;-0.00065797782
-0.00015002;-0.014561243;-0.00077342637
-0.00015;-0.015202916;-0.00053148408
-0.00014998;-0.015173989;-0.00070531436
-0.00014996;-0.015389633;-0.0008181331
-0.00014994;-0.01474007;-0.00057619081
-0.00014992;-0.014674325;-0.00069558407
-0.0001499;-0.014364008;-0.00050387111
-0.00014988;-0.015928743;-0.00059617735
-0.00014986;-0.014984642;-0.00053148408
