ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2025-11-28 18:23:55 033m





Relative time;Average1;Average2
s;V;V
-0.0001879;-0.0036448453;-0.00028499489
-0.00018788;-0.00371803;-0.00029150245
-0.00018786;-0.003814934;-0.00029498937
-0.00018784;-0.0037212737;-0.00029438119
-0.00018782;-0.0038556823;-0.00027712904
-0.0001878;-0.0035813914;-0.00028996172
-0.00018778;-0.003752291;-0.00028383934
-0.00018776;-0.0038775769;-0.0003135187
-0.00018774;-0.0036886345;-0.00028712353
-0.00018772;-0.0036316679;-0.0002802916
-0.0001877;-0.0037656711;-0.00029622601
-0.00018768;-0.0038542632;-0.00027737232
-0.00018766;-0.0039256234;-0.0002866978
-0.00018764;-0.0037360728;-0.00029801002
-0.00018762;-0.0037257337;-0.00028227833
-0.0001876;-0.0037441819;-0.00030672732
-0.00018758;-0.0038412886;-0.0002990642
-0.00018756;-0.0039343407;-0.00029865875
-0.00018754;-0.0038984579;-0.00029863847
-0.00018752;-0.0037660765;-0.00027350021
-0.0001875;-0.0039183252;-0.00029932775
-0.00018748;-0.0037289773;-0.00030372695
-0.00018746;-0.0035704441;-0.00027327721
-0.00018744;-0.0037666847;-0.00029855738
-0.00018742;-0.0038035812;-0.00028953599
-0.0001874;-0.0037405328;-0.00028410288
-0.00018738;-0.0038639941;-0.00028489352
-0.00018736;-0.0040711821;-0.00029575974
-0.00018734;-0.0040059037;-0.00029454337
-0.00018732;-0.0037003927;-0.000291097
-0.0001873;-0.0038001348;-0.00029827356
-0.00018728;-0.0037950666;-0.00028319061
-0.00018726;-0.0039722508;-0.00028829935
-0.00018724;-0.0038025676;-0.00029545565
-0.00018722;-0.0039310971;-0.00028294734
-0.0001872;-0.0038838615;-0.00029886148
-0.00018718;-0.0036574144;-0.00029095509
-0.00018716;-0.0037356674;-0.00028917108
-0.00018714;-0.0037194491;-0.00027570995
-0.00018712;-0.0039469098;-0.00029296209
-0.0001871;-0.0039233934;-0.00029827356
-0.00018708;-0.0039961727;-0.00030632186
-0.00018706;-0.0037048527;-0.00027394622
-0.00018704;-0.0036328843;-0.00027546668
-0.00018702;-0.003807433;-0.00030417295
-0.000187;-0.0037549265;-0.0003004833
-0.00018698;-0.0035886896;-0.00030350394
-0.00018696;-0.0036221397;-0.00028252161
-0.00018694;-0.0037423574;-0.00029880066
-0.00018692;-0.0039438689;-0.00030516631
-0.0001869;-0.0039394089;-0.00027526395
-0.00018688;-0.0036987709;-0.00030082794
-0.00018686;-0.0040198919;-0.00028925217
-0.00018684;-0.0034721211;-0.00028544089
-0.00018682;-0.0036697808;-0.00028619098
-0.0001868;-0.0040529366;-0.00029413792
-0.00018678;-0.0038917679;-0.00028138633
-0.00018676;-0.0038228404;-0.000262857
-0.00018674;-0.0038755496;-0.00029650983
-0.00018672;-0.0036663344;-0.00029290128
-0.0001867;-0.0037018118;-0.0003112887
-0.00018668;-0.0038333822;-0.00028134578
-0.00018666;-0.0038400722;-0.00027479767
-0.00018664;-0.0037859439;-0.0003011523
-0.00018662;-0.0038554796;-0.00027656141
-0.0001866;-0.0036864045;-0.00029237418
-0.00018658;-0.0038502086;-0.00028146742
-0.00018656;-0.0038854833;-0.00030024003
-0.00018654;-0.0038607505;-0.00029985484
-0.00018652;-0.003750061;-0.00030820723
-0.0001865;-0.0039898882;-0.00029721938
-0.00018648;-0.0038777796;-0.00029040772
-0.00018646;-0.003750061;-0.00028124442
-0.00018644;-0.0037265446;-0.00028343388
-0.00018642;-0.0039142707;-0.00028098087
-0.0001864;-0.0038404777;-0.00029213091
-0.00018638;-0.0040002273;-0.00030832887
-0.00018636;-0.0039282589;-0.00028199451
-0.00018634;-0.0036426152;-0.00029229309
-0.00018632;-0.0036683617;-0.00028047405
-0.0001863;-0.0036811335;-0.00028223779
-0.00018628;-0.0037267473;-0.00029338782
-0.00018626;-0.0038917679;-0.00027216221
-0.00018624;-0.00369796;-0.00028880617
-0.00018622;-0.0038895378;-0.00030216594
-0.0001862;-0.0039414362;-0.00030889651
-0.00018618;-0.0037279637;-0.00029401628
-0.00018616;-0.0037198546;-0.00028973872
-0.00018614;-0.0037599947;-0.00027293258
-0.00018612;-0.0038587232;-0.0002784265
-0.0001861;-0.0037563456;-0.00028063624
-0.00018608;-0.0036553871;-0.000292881
-0.00018606;-0.0037784429;-0.0002821567
-0.00018604;-0.0035822023;-0.00029762484
-0.00018602;-0.0036545762;-0.00029521237
-0.000186;-0.0037358701;-0.00029740183
-0.00018598;-0.003764252;-0.0003050244
-0.00018596;-0.0039150816;-0.00027891305
-0.00018594;-0.0036932972;-0.000293104
-0.00018592;-0.0037253282;-0.00029553674
-0.0001859;-0.0037638465;-0.0002956381
-0.00018588;-0.0036932972;-0.00028785335
-0.00018586;-0.003660658;-0.00029010363
-0.00018584;-0.0039136625;-0.00028838044
-0.00018582;-0.0039410307;-0.00028925217
-0.0001858;-0.0039339353;-0.00027982533
-0.00018578;-0.003755332;-0.00028631262
-0.00018576;-0.0037468174;-0.00029320537
-0.00018574;-0.0036499134;-0.00027443276
-0.00018572;-0.0037843221;-0.00029634765
-0.0001857;-0.0036930945;-0.00027447331
-0.00018568;-0.003608557;-0.00030356476
-0.00018566;-0.0037301937;-0.00028270406
-0.00018564;-0.0037105291;-0.00028996172
-0.00018562;-0.0037243146;-0.00027382458
-0.0001856;-0.0038838615;-0.00029551647
-0.00018558;-0.0036531571;-0.00028998199
-0.00018556;-0.0038307468;-0.00029259718
-0.00018554;-0.0037460065;-0.00028312979
-0.00018552;-0.0038919706;-0.00029738156
-0.0001855;-0.003810474;-0.00030437567
-0.00018548;-0.0037960803;-0.00027506122
-0.00018546;-0.0038197994;-0.00030038193
-0.00018544;-0.003766482;-0.00028775199
-0.00018542;-0.0036612662;-0.00029517183
-0.0001854;-0.0039621144;-0.00029748293
-0.00018538;-0.003943058;-0.00029624629
-0.00018536;-0.0036839717;-0.00030790314
-0.00018534;-0.0038335849;-0.00030299712
-0.00018532;-0.0038370313;-0.00028424479
-0.0001853;-0.0036509271;-0.00030443649
-0.00018528;-0.0036687671;-0.0002732164
-0.00018526;-0.0036912699;-0.00028012942
-0.00018524;-0.0037168137;-0.00029421901
-0.00018522;-0.0036884318;-0.00028685998
-0.0001852;-0.0036138279;-0.00029701665
-0.00018518;-0.0035680114;-0.00030591641
-0.00018516;-0.0038337877;-0.00029908448
