ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2025-11-28 18:50:03 796m





Relative time;Average1;Average2
s;V;V
-0.0001879;-0.00018084614;-5.6579752E-5
-0.00018788;-0.00015165091;-5.5105057E-5
-0.00018786;-0.0001425414;-4.9448949E-5
-0.00018784;-0.00017589937;-5.7270432E-5
-0.00018782;-0.00013638128;-5.5627734E-5
-0.0001878;-0.00019372638;-5.2043665E-5
-0.00018778;-0.00015058689;-4.9747621E-5
-0.00018776;-0.00014502412;-4.2710153E-5
-0.00018774;-0.00015209892;-3.8659408E-5
-0.00018772;-0.000173566;-4.0750115E-5
-0.0001877;-0.00017492869;-3.9704762E-5
-0.00018768;-0.00014108537;-3.908875E-5
-0.00018766;-0.00015809103;-4.6574227E-5
-0.00018764;-0.00016602452;-5.3798365E-5
-0.00018762;-0.00018605424;-5.0512969E-5
-0.0001876;-0.00018825695;-5.0624971E-5
-0.00018758;-0.00018724893;-4.5995549E-5
-0.00018756;-0.00021467079;-4.3251496E-5
-0.00018754;-0.00019501441;-5.5235726E-5
-0.00018752;-0.00019940116;-5.0662305E-5
-0.0001875;-0.00013681062;-4.6798231E-5
-0.00018748;-0.00022708436;-4.7638247E-5
-0.00018746;-0.00018000612;-6.0537161E-5
-0.00018744;-0.00018904096;-3.7558054E-5
-0.00018742;-0.00017881143;-3.5411346E-5
-0.0001874;-0.00019731045;-4.3718172E-5
-0.00018738;-0.00016710721;-5.1035646E-5
-0.00018736;-0.00012449039;-5.1875662E-5
-0.00018734;-0.00018189149;-5.1184982E-5
-0.00018732;-0.00016764855;-4.2187476E-5
-0.0001873;-0.00017266998;-4.9262278E-5
-0.00018728;-0.00017655272;-4.3382166E-5
-0.00018726;-0.00017013126;-4.0526111E-5
-0.00018724;-0.00019240102;-4.2206143E-5
-0.00018722;-0.00015411496;-5.7401101E-5
-0.0001872;-0.00012777578;-4.6070217E-5
-0.00018718;-0.0001529576;-6.0275823E-5
-0.00018716;-0.00016090975;-5.5739736E-5
-0.00018714;-0.00015271493;-4.8179591E-5
-0.00018712;-0.00016076042;-5.5142391E-5
-0.0001871;-0.00015894972;-4.86276E-5
-0.00018708;-0.00017339799;-4.1440795E-5
-0.00018706;-0.00015896838;-4.5211534E-5
-0.00018704;-0.00013828532;-5.0214297E-5
-0.00018702;-0.0001892463;-4.6723563E-5
-0.000187;-0.00018131281;-5.1110314E-5
-0.00018698;-0.00015118423;-5.5982407E-5
-0.00018696;-0.00017720607;-4.8086256E-5
-0.00018694;-0.00020121186;-4.4054179E-5
-0.00018692;-0.00019661977;-5.3817032E-5
-0.0001869;-0.00016899258;-5.7998446E-5
-0.00018688;-0.00017136329;-5.8689126E-5
-0.00018686;-0.00018340352;-3.8248734E-5
-0.00018684;-0.00017382733;-5.245434E-5
-0.00018682;-0.00014354942;-6.2030523E-5
-0.0001868;-0.00015566432;-4.7656914E-5
-0.00018678;-0.00018515822;-5.941714E-5
-0.00018676;-0.00020981736;-4.2448814E-5
-0.00018674;-0.00021060137;-4.4539521E-5
-0.00018672;-0.00016878724;-4.6144885E-5
-0.0001867;-0.0001650165;-4.7675581E-5
