ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2025-12-01 16:44:45 035m





Relative time;Average1;Average2
s;V;V
-8.776E-5;-0.0037675349;-0.00027687359
-8.774E-5;-0.0036968149;-0.00030617879
-8.772E-5;-0.0034807799;-0.00030511315
-8.77E-5;-0.00362997;-0.00031145857
-8.768E-5;-0.0032734637;-0.00032710416
-8.766E-5;-0.0034788423;-0.00029731457
-8.764E-5;-0.0033257771;-0.0002911629
-8.762E-5;-0.0033771218;-0.00031664147
-8.76E-5;-0.0036861585;-0.00029692707
-8.758E-5;-0.0036977837;-0.00030307874
-8.756E-5;-0.0037655974;-0.00026534526
-8.754E-5;-0.0035330933;-0.00029048477
-8.752E-5;-0.0031523679;-0.00029169573
-8.75E-5;-0.0038702242;-0.00031082887
-8.748E-5;-0.0036348138;-0.00029353638
-8.746E-5;-0.0036338451;-0.00031596334
-8.744E-5;-0.0033606528;-0.00029261605
-8.742E-5;-0.0032821826;-0.00028903162
-8.74E-5;-0.0032046813;-0.00031494613
-8.738E-5;-0.0040184456;-0.00031160389
-8.736E-5;-0.0038624741;-0.00031911183
-8.734E-5;-0.0033151207;-0.00029314888
-8.732E-5;-0.0037123152;-0.00029833178
-8.73E-5;-0.0035098429;-0.00028481748
-8.728E-5;-0.0039719447;-0.00027982833
-8.726E-5;-0.0033616215;-0.00028733627
-8.724E-5;-0.0034691547;-0.00029978493
-8.722E-5;-0.0036144697;-0.00029910679
-8.72E-5;-0.003617376;-0.0003165446
-8.718E-5;-0.0034836862;-0.00030293342
-8.716E-5;-0.0033267459;-0.00030254591
-8.714E-5;-0.0031252424;-0.00030424126
-8.712E-5;-0.0034187788;-0.0003152852
-8.71E-5;-0.0036483766;-0.00029847709
-8.708E-5;-0.0035553749;-0.00029198636
-8.706E-5;-0.0034255601;-0.00027842362
-8.704E-5;-0.0035398747;-0.0003005115
-8.702E-5;-0.0036406264;-0.00028854723
-8.7E-5;-0.0035437497;-0.00029523172
-8.698E-5;-0.0033800281;-0.00029373014
-8.696E-5;-0.0035902505;-0.00031296016
-8.694E-5;-0.0040591338;-0.00027062504
-8.692E-5;-0.0033083393;-0.00030293342
-8.69E-5;-0.0035127492;-0.00028908005
-8.688E-5;-0.0034536544;-0.0002801674
-8.686E-5;-0.0029789586;-0.00027483918
-8.684E-5;-0.0033839032;-0.00030273967
-8.682E-5;-0.0032831514;-0.0003200806
-8.68E-5;-0.0032250254;-0.00028772378
-8.678E-5;-0.0033974659;-0.00031179764
-8.676E-5;-0.0034216851;-0.00031068356
-8.674E-5;-0.0039516006;-0.0003011412
-8.672E-5;-0.0033025267;-0.00029392389
-8.67E-5;-0.0037665661;-0.00030346624
-8.668E-5;-0.0031833684;-0.00028690033
-8.666E-5;-0.0037113464;-0.00029397233
-8.664E-5;-0.0036910023;-0.00030937572
-8.662E-5;-0.0035098429;-0.00028607688
-8.66E-5;-0.0037520346;-0.00028738471
-8.658E-5;-0.0032511821;-0.00030172246
-8.656E-5;-0.0033916533;-0.00027091567
-8.654E-5;-0.0036968149;-0.00028675501
-8.652E-5;-0.0036193136;-0.00032632914
-8.65E-5;-0.003501124;-0.00029445671
-8.648E-5;-0.0032104939;-0.00029029101
-8.646E-5;-0.0036115634;-0.00030516159
-8.644E-5;-0.0037772226;-0.00029503797
-8.642E-5;-0.0036270637;-0.00028239556
-8.64E-5;-0.0036251262;-0.00030545222
-8.638E-5;-0.0032414944;-0.00031228202
-8.636E-5;-0.0036638768;-0.00030385375
-8.634E-5;-0.0036619393;-0.00031145857
-8.632E-5;-0.0035960631;-0.00029828334
-8.63E-5;-0.0035146867;-0.00029934898
-8.628E-5;-0.0035146867;-0.00031005386
-8.626E-5;-0.0039380379;-0.00029455359
-8.624E-5;-0.003189181;-0.00031296016
-8.622E-5;-0.0034953114;-0.00028544718
-8.62E-5;-0.003617376;-0.00029048477
-8.618E-5;-0.0032395569;-0.00029343951
-8.616E-5;-0.0036076883;-0.00027861737
-8.614E-5;-0.0038866932;-0.00031891808
-8.612E-5;-0.0033877782;-0.00031698054
-8.61E-5;-0.0035728127;-0.00031242734
-8.608E-5;-0.0035350308;-0.00030206153
-8.606E-5;-0.0035321245;-0.00030055994
-8.604E-5;-0.0036386889;-0.00028050647
-8.602E-5;-0.0038527864;-0.0002837034
-8.6E-5;-0.0030574287;-0.00028530186
-8.598E-5;-0.0034643108;-0.00029842866
-8.596E-5;-0.0033984347;-0.00029106603
-8.594E-5;-0.0036803459;-0.00029702394
-8.592E-5;-0.0034003722;-0.00030835852
-8.59E-5;-0.0034342791;-0.00029111447
-8.588E-5;-0.0032918703;-0.00031475238
-8.586E-5;-0.0034488106;-0.00029474734
-8.584E-5;-0.0034139349;-0.00029498953
-8.582E-5;-0.0038479426;-0.00030797101
-8.58E-5;-0.0036309388;-0.00030041463
-8.578E-5;-0.003717159;-0.00028946756
-8.576E-5;-0.0035611875;-0.00029828334
-8.574E-5;-0.0035108116;-0.00032351972
-8.572E-5;-0.0038159733;-0.00029653956
-8.57E-5;-0.0032666824;-0.00027871425
-8.568E-5;-0.0036260949;-0.00031373517
-8.566E-5;-0.0034342791;-0.00028893474
-8.564E-5;-0.0036764708;-0.00030477408
-8.562E-5;-0.0032066188;-0.00030104433
-8.56E-5;-0.0033529026;-0.00027997365
-8.558E-5;-0.0033325585;-0.00028704564
-8.556E-5;-0.0032366506;-0.00028321901
-8.554E-5;-0.0034555919;-0.00029271293
-8.552E-5;-0.0032715262;-0.00030235216
-8.55E-5;-0.0033858407;-0.00029586142
-8.548E-5;-0.0034274977;-0.00031843369
-8.546E-5;-0.0040155393;-0.00029024257
-8.544E-5;-0.0033529026;-0.00031315391
-8.542E-5;-0.0036260949;-0.00030244904
-8.54E-5;-0.0032027437;-0.00031247578
-8.538E-5;-0.0036774396;-0.00029208323
-8.536E-5;-0.003475936;-0.00032289002
-8.534E-5;-0.0033199645;-0.00028709408
-8.532E-5;-0.0033964971;-0.00030448345
-8.53E-5;-0.0032831514;-0.0002953286
-8.528E-5;-0.0033877782;-0.00031615709
-8.526E-5;-0.0033412774;-0.00028908005
-8.524E-5;-0.0034187788;-0.00029692707
-8.522E-5;-0.0036135009;-0.00030763194
-8.52E-5;-0.0038692554;-0.00030191622
-8.518E-5;-0.0036822834;-0.00028898318
-8.516E-5;-0.0034478418;-0.00029237386
-8.514E-5;-0.0037762538;-0.00029925211
-8.512E-5;-0.0031872435;-0.00028946756
-8.51E-5;-0.0031358988;-0.0002853503
-8.508E-5;-0.0034042473;-0.000293052
-8.506E-5;-0.0037065026;-0.00029557079
-8.504E-5;-0.0035776566;-0.00027619545
-8.502E-5;-0.0038934746;-0.00031242734
-8.5E-5;-0.0036018757;-0.00029523172
-8.498E-5;-0.0039855075;-0.00030167402
